DrugBankID,DiseaseID
DB00783,D014277
DB00783,D064726
DB00783,D014376
DB00783,D014397
DB00783,D001749
DB00783,D053201
DB00783,D002583
DB00783,C536494
DB00783,D014605
DB00783,D014652
DB00783,D014657
DB00783,D014929
DB00783,D014947
DB00773,D000026
DB00773,D054058
DB00773,D058186
DB00773,D000077192
DB00773,D000236
DB00773,D000437
DB00773,D000544
DB00773,D000690
DB00773,D000755
DB00773,D001008
DB00773,D017544
DB00773,D001022
DB00773,D015535
DB00773,D001172
DB00773,D001249
DB00773,D050197
DB00773,D001281
DB00773,D001327
DB00773,D056735
DB00773,D053713
DB00773,D017086
DB00773,D002545
DB00773,D001943
DB00773,C537017
DB00773,D000072716
DB00773,D002280
DB00773,D006528
DB00773,D002278
DB00773,D002289
DB00773,D000077216
DB00773,D002292
DB00773,D002294
DB00773,D002295
DB00773,D006332
DB00773,D009202
DB00773,D066126
DB00773,D002318
DB00773,D002357
DB00773,D002386
DB00773,D002446
DB00773,D016543
DB00773,D002561
DB00773,D018281
DB00773,D002779
DB00773,D055113
DB00773,D002972
DB00773,D019970
DB00773,D003072
DB00773,D060825
DB00773,D003110
DB00773,D015179
DB00773,D003323
DB00773,D003324
DB00773,D003327
DB00773,D000086382
DB00773,D003424
DB00773,D003865
DB00773,D003872
DB00773,D003876
DB00773,D002658
DB00773,D016640
DB00773,D003920
DB00773,D003922
DB00773,D003924
DB00773,D058065
DB00773,D003928
DB00773,D003930
DB00773,D004314
DB00773,D050171
DB00773,D020964
DB00773,D016889
DB00773,D004715
DB00773,D004719
DB00773,D020345
DB00773,D004827
DB00773,D004833
DB00773,D004938
DB00773,D000077277
DB00773,D000075222
DB00773,D065627
DB00773,D063647
DB00773,D005317
DB00773,D005355
DB00773,D005706
DB00773,D005757
DB00773,D005909
DB00773,D005910
DB00773,D005922
DB00773,D014890
DB00773,D006223
DB00773,D006323
DB00773,D006333
DB00773,D006402
DB00773,D006457
DB00773,D006526
DB00773,D006561
DB00773,D006689
DB00773,D006949
DB00773,D006967
DB00773,D006973
DB00773,D006976
DB00773,D017379
DB00773,D000860
DB00773,D054990
DB00773,D007248
DB00773,D007249
DB00773,D015212
DB00773,D058922
DB00773,D007333
DB00773,D055959
DB00773,C535531
DB00773,D007511
DB00773,D000083242
DB00773,D007674
DB00773,D007938
DB00773,D015451
DB00773,D015459
DB00773,D015464
DB00773,D015470
DB00773,D020961
DB00773,D008103
DB00773,D008107
DB00773,D008113
DB00773,D008171
DB00773,D055370
DB00773,D008175
DB00773,D008180
DB00773,D008223
DB00773,D016393
DB00773,D016403
DB00773,D008228
DB00773,D008268
DB00773,D008269
DB00773,D008288
DB00773,D008527
DB00773,D008545
DB00773,D001523
DB00773,D008659
DB00773,D024821
DB00773,D009062
DB00773,D052016
DB00773,D009101
DB00773,D009103
DB00773,D009133
DB00773,D020388
DB00773,D009157
DB00773,D009190
DB00773,D009203
DB00773,D015428
DB00773,D000077274
DB00773,D009442
DB00773,D009447
DB00773,D019636
DB00773,D065626
DB00773,D009765
DB00773,D009767
DB00773,D010003
DB00773,D010024
DB00773,D012516
DB00773,D010051
DB00773,D010182
DB00773,D010190
DB00773,D050500
DB00773,D010300
DB00773,D020371
DB00773,D010534
DB00773,D010911
DB00773,D010922
DB00773,D058226
DB00773,D011014
DB00773,D011085
DB00773,D011230
DB00773,D054198
DB00773,D011225
DB00773,D011470
DB00773,D011471
DB00773,D064129
DB00773,D029424
DB00773,D011655
DB00773,D011658
DB00773,D011832
DB00773,D015427
DB00773,D012128
DB00773,D012164
DB00773,D012175
DB00773,D012509
DB00773,D012559
DB00773,D012595
DB00773,D018239
DB00773,D018805
DB00773,D013119
DB00773,D000077195
DB00773,D013274
DB00773,D000072660
DB00773,D013921
DB00773,D000077273
DB00773,D013964
DB00773,D014029
DB00773,D014277
DB00773,D064726
DB00773,D001749
DB00773,D053201
DB00773,D002583
DB00773,D014605
DB00773,D014652
DB00773,D014657
DB00773,D014947
DB00544,D000026
DB00544,D000163
DB00544,D054058
DB00544,D058186
DB00544,D000077192
DB00544,D000236
DB00544,C535608
DB00544,D000437
DB00544,D000544
DB00544,D000690
DB00544,D000755
DB00544,D001008
DB00544,D017544
DB00544,D017545
DB00544,D001022
DB00544,D015535
DB00544,D001172
DB00544,D001249
DB00544,D050197
DB00544,D001281
DB00544,D001289
DB00544,D001327
DB00544,D056735
DB00544,D053713
DB00544,D017086
DB00544,D002545
DB00544,D001943
DB00544,D002280
DB00544,D006528
DB00544,D002278
DB00544,D002289
DB00544,D000077216
DB00544,D002292
DB00544,D002294
DB00544,D002295
DB00544,D002296
DB00544,D006332
DB00544,D009202
DB00544,D066126
DB00544,D002318
DB00544,D002357
DB00544,D002386
DB00544,D002446
DB00544,D016543
DB00544,D002561
DB00544,D018281
DB00544,D002779
DB00544,D055113
DB00544,D002972
DB00544,D019970
DB00544,D003072
DB00544,D003110
DB00544,D015179
DB00544,D003323
DB00544,D003324
DB00544,D003327
DB00544,D000086382
DB00544,D003424
DB00544,D003865
DB00544,D003872
DB00544,D003876
DB00544,D002658
DB00544,D016640
DB00544,D003920
DB00544,D003922
DB00544,D003924
DB00544,D058065
DB00544,D003928
DB00544,D003930
DB00544,D004314
DB00544,D050171
DB00544,D020964
DB00544,D016889
DB00544,D004715
DB00544,D004719
DB00544,D020345
DB00544,D004827
DB00544,D004833
DB00544,D004938
DB00544,D000077277
DB00544,D000075222
DB00544,D000795
DB00544,D065627
DB00544,D063647
DB00544,D005317
DB00544,D005355
DB00544,D005706
DB00544,D005757
DB00544,D005909
DB00544,D005910
DB00544,D005922
DB00544,D015433
DB00544,C562602
DB00544,D006223
DB00544,D006323
DB00544,D006333
DB00544,D006402
DB00544,D006509
DB00544,D006526
DB00544,D006689
DB00544,D006949
DB00544,D006967
DB00544,D006973
DB00544,D006976
DB00544,D017379
DB00544,D000860
DB00544,D054990
DB00544,D007248
DB00544,D007249
DB00544,D015212
DB00544,D058922
DB00544,D007333
DB00544,D055959
DB00544,D007511
DB00544,D000083242
DB00544,D007674
DB00544,D007822
DB00544,D007938
DB00544,D015451
DB00544,D015459
DB00544,D015464
DB00544,D015470
DB00544,D020961
DB00544,D008103
DB00544,D008107
DB00544,D008113
DB00544,D008171
DB00544,D055370
DB00544,D008175
DB00544,D008180
DB00544,D008223
DB00544,D016393
DB00544,D016403
DB00544,D008228
DB00544,D008268
DB00544,D008269
DB00544,D008288
DB00544,D008527
DB00544,D008545
DB00544,D001523
DB00544,D008659
DB00544,D024821
DB00544,D009062
DB00544,D009080
DB00544,D052016
DB00544,D009101
DB00544,D009103
DB00544,D009133
DB00544,D020388
DB00544,D009157
DB00544,D009190
DB00544,D009203
DB00544,D015428
DB00544,D018979
DB00544,D009298
DB00544,D000077274
DB00544,D009442
DB00544,D009447
DB00544,D019636
DB00544,D065626
DB00544,D009765
DB00544,D009767
DB00544,D010001
DB00544,D010003
DB00544,D010024
DB00544,D012516
DB00544,D010051
DB00544,D010182
DB00544,D010190
DB00544,D050500
DB00544,D010300
DB00544,D020371
DB00544,D010518
DB00544,D010534
DB00544,D010911
DB00544,D010922
DB00544,D058226
DB00544,D011014
DB00544,D011085
DB00544,D011230
DB00544,D054198
DB00544,D011225
DB00544,D011470
DB00544,D011471
DB00544,D064129
DB00544,D029424
DB00544,D011655
DB00544,D011658
DB00544,D011832
DB00544,D015427
DB00544,D012128
DB00544,D012164
DB00544,D012175
DB00544,D012509
DB00544,D012559
DB00544,D012595
DB00544,D018239
DB00544,D018805
DB00544,D012859
DB00544,D013119
DB00544,D000077195
DB00544,D013272
DB00544,D013274
DB00544,D000072660
DB00544,D013921
DB00544,D000077273
DB00544,D013964
DB00544,D014029
DB00544,D014277
DB00544,D064726
DB00544,D014397
DB00544,D001749
DB00544,D053201
DB00544,D002583
DB00544,C536494
DB00544,D014605
DB00544,D014652
DB00544,D014657
DB00544,D014947
DB03843,D000026
DB03843,D000163
DB03843,D054058
DB03843,D058186
DB03843,D000077192
DB03843,D000236
DB03843,C535608
DB03843,D000437
DB03843,D000544
DB03843,D000690
DB03843,D000755
DB03843,D001008
DB03843,D017544
DB03843,D017545
DB03843,D001022
DB03843,D015535
DB03843,D001172
DB03843,D001228
DB03843,D001249
DB03843,D050197
DB03843,D001281
DB03843,D001289
DB03843,D001327
DB03843,D056735
DB03843,D053713
DB03843,D017086
DB03843,D001661
DB03843,D058249
DB03843,D002545
DB03843,D001943
DB03843,D002280
DB03843,D006528
DB03843,D002278
DB03843,D002289
DB03843,D000077216
DB03843,D002292
DB03843,D002294
DB03843,D002295
DB03843,D002296
DB03843,D006332
DB03843,D009202
DB03843,D066126
DB03843,D002318
DB03843,D002357
DB03843,D002386
DB03843,D002446
DB03843,D016543
DB03843,D002561
DB03843,D018281
DB03843,D002779
DB03843,D055113
DB03843,D002972
DB03843,D019970
DB03843,D003072
DB03843,D060825
DB03843,D003110
DB03843,D015179
DB03843,D003323
DB03843,D003324
DB03843,D003327
DB03843,D000086382
DB03843,D003424
DB03843,D003865
DB03843,D003872
DB03843,D003876
DB03843,D002658
DB03843,D016640
DB03843,D003920
DB03843,D003922
DB03843,D003924
DB03843,D058065
DB03843,D003928
DB03843,D003930
DB03843,D004314
DB03843,D050171
DB03843,D020964
DB03843,D016889
DB03843,D004715
DB03843,D004719
DB03843,D020345
DB03843,D004769
DB03843,D057765
DB03843,D004827
DB03843,D004833
DB03843,D004938
DB03843,D000077277
DB03843,D000075222
DB03843,D000795
DB03843,D065627
DB03843,D063647
DB03843,D005317
DB03843,D005355
DB03843,D005706
DB03843,D005757
DB03843,D005909
DB03843,D005910
DB03843,D005922
DB03843,D015433
DB03843,D006223
DB03843,D006323
DB03843,D006333
DB03843,D006402
DB03843,D006509
DB03843,D006526
DB03843,D006689
DB03843,D006949
DB03843,D006967
DB03843,D006973
DB03843,D006976
DB03843,D017379
DB03843,D000860
DB03843,D054990
DB03843,D007246
DB03843,D007248
DB03843,D007249
DB03843,D015212
DB03843,D058922
DB03843,D007333
DB03843,D055959
DB03843,D007511
DB03843,D000083242
DB03843,D007674
DB03843,D007938
DB03843,D015451
DB03843,D015459
DB03843,D015464
DB03843,D015470
DB03843,D020961
DB03843,D008103
DB03843,D008107
DB03843,D008113
DB03843,D008171
DB03843,D055370
DB03843,D008175
DB03843,D008180
DB03843,D008223
DB03843,D016393
DB03843,D016403
DB03843,D008228
DB03843,D008268
DB03843,D008269
DB03843,D008288
DB03843,D008527
DB03843,D008545
DB03843,D001523
DB03843,D024821
DB03843,D009062
DB03843,D009080
DB03843,D052016
DB03843,D009101
DB03843,D009103
DB03843,D009133
DB03843,D020388
DB03843,D009157
DB03843,D009190
DB03843,D009203
DB03843,D015428
DB03843,D018979
DB03843,D000077274
DB03843,D009442
DB03843,D009447
DB03843,D019636
DB03843,D059226
DB03843,D065626
DB03843,D009765
DB03843,D009767
DB03843,D010001
DB03843,D010003
DB03843,D010024
DB03843,D012516
DB03843,D010051
DB03843,D010182
DB03843,D010190
DB03843,D050500
DB03843,D010300
DB03843,D010518
DB03843,D010534
DB03843,D010911
DB03843,D010922
DB03843,D058226
DB03843,D011014
DB03843,D011085
DB03843,D011230
DB03843,D054198
DB03843,D011225
DB03843,D011471
DB03843,D064129
DB03843,D029424
DB03843,D011655
DB03843,D011658
DB03843,D011671
DB03843,D011832
DB03843,D015427
DB03843,D012128
DB03843,D012164
DB03843,D012173
DB03843,D012509
DB03843,D012559
DB03843,D012595
DB03843,D018239
DB03843,D018805
DB03843,D012859
DB03843,D013119
DB03843,D000077195
DB03843,D013272
DB03843,D013274
DB03843,D000072660
DB03843,D013921
DB03843,D000077273
DB03843,D013964
DB03843,D014029
DB03843,D014277
DB03843,D064726
DB03843,D014376
DB03843,D014397
DB03843,D001749
DB03843,D053201
DB03843,D002583
DB03843,C536494
DB03843,D014605
DB03843,D014652
DB03843,D014657
DB03843,D014947
DB01006,D000026
DB01006,D054058
DB01006,D058186
DB01006,D000077192
DB01006,D000236
DB01006,D000437
DB01006,D000544
DB01006,D000690
DB01006,D000755
DB01006,D001008
DB01006,D017544
DB01006,D017545
DB01006,D001022
DB01006,D015535
DB01006,D001172
DB01006,D001249
DB01006,D050197
DB01006,D001281
DB01006,D001327
DB01006,D053713
DB01006,D002545
DB01006,D001943
DB01006,C537017
DB01006,D002280
DB01006,D018269
DB01006,D006528
DB01006,D002289
DB01006,D000077216
DB01006,D002292
DB01006,D002294
DB01006,D002295
DB01006,D002296
DB01006,D006332
DB01006,D009202
DB01006,D066126
DB01006,D018281
DB01006,D002779
DB01006,D002972
DB01006,D019970
DB01006,D003110
DB01006,D015179
DB01006,D003323
DB01006,D003324
DB01006,D003327
DB01006,D000086382
DB01006,D003424
DB01006,D003865
DB01006,D003876
DB01006,D002658
DB01006,D016640
DB01006,D003920
DB01006,D003922
DB01006,D003924
DB01006,D058065
DB01006,D003928
DB01006,D003930
DB01006,D050171
DB01006,D020964
DB01006,D016889
DB01006,D004715
DB01006,D004719
DB01006,D004827
DB01006,D004833
DB01006,D004938
DB01006,D000077277
DB01006,D000075222
DB01006,D063647
DB01006,D005317
DB01006,D005355
DB01006,D005706
DB01006,D005909
DB01006,D005910
DB01006,D005922
DB01006,D006323
DB01006,D006333
DB01006,D006509
DB01006,D006526
DB01006,D006689
DB01006,D006967
DB01006,D006973
DB01006,D006976
DB01006,D017379
DB01006,D054990
DB01006,D007248
DB01006,D007249
DB01006,D015212
DB01006,D007333
DB01006,D055959
DB01006,D007511
DB01006,D007674
DB01006,D007938
DB01006,D015451
DB01006,D015459
DB01006,D015464
DB01006,D015470
DB01006,D008103
DB01006,D008107
DB01006,D008113
DB01006,D008171
DB01006,D055370
DB01006,D008175
DB01006,D008180
DB01006,D016403
DB01006,D008228
DB01006,D008268
DB01006,D008269
DB01006,D008288
DB01006,D034701
DB01006,D008527
DB01006,D008545
DB01006,D008659
DB01006,D024821
DB01006,D009062
DB01006,D052016
DB01006,D009101
DB01006,D009103
DB01006,D009133
DB01006,D020388
DB01006,D009190
DB01006,D009203
DB01006,D015428
DB01006,D000077274
DB01006,D009447
DB01006,D019636
DB01006,D059226
DB01006,D065626
DB01006,D009765
DB01006,D010003
DB01006,D010024
DB01006,D012516
DB01006,D010051
DB01006,D010182
DB01006,D010190
DB01006,D010300
DB01006,D010518
DB01006,D010911
DB01006,D010922
DB01006,D011014
DB01006,D011085
DB01006,D011230
DB01006,D054198
DB01006,D011225
DB01006,D011470
DB01006,D011471
DB01006,D064129
DB01006,D029424
DB01006,D011655
DB01006,D011658
DB01006,D015427
DB01006,D012164
DB01006,D012175
DB01006,D012509
DB01006,D012559
DB01006,D012595
DB01006,D018805
DB01006,D013119
DB01006,D000077195
DB01006,D013274
DB01006,D013921
DB01006,D013964
DB01006,D014029
DB01006,D014277
DB01006,D001749
DB01006,D002583
DB01006,D014652
DB01006,D014947
DB00331,D000026
DB00331,D000163
DB00331,D054058
DB00331,D058186
DB00331,D000077192
DB00331,D000236
DB00331,D010520
DB00331,D000437
DB00331,D000544
DB00331,D000690
DB00331,D000755
DB00331,D001008
DB00331,D017544
DB00331,D017545
DB00331,D001022
DB00331,D015535
DB00331,D001172
DB00331,D001249
DB00331,D050197
DB00331,D001281
DB00331,D001327
DB00331,D056735
DB00331,D053713
DB00331,D017086
DB00331,D002545
DB00331,D001943
DB00331,D000072716
DB00331,D002280
DB00331,D006528
DB00331,D002278
DB00331,D002289
DB00331,D000077216
DB00331,D002292
DB00331,D002294
DB00331,D002295
DB00331,D002296
DB00331,D006332
DB00331,D009202
DB00331,D066126
DB00331,D002318
DB00331,D002357
DB00331,D002386
DB00331,D002446
DB00331,D016543
DB00331,D002561
DB00331,D018281
DB00331,D002779
DB00331,D002972
DB00331,D019970
DB00331,D003072
DB00331,D060825
DB00331,D003110
DB00331,D015179
DB00331,D003324
DB00331,D003327
DB00331,D000086382
DB00331,D003424
DB00331,D003865
DB00331,D003872
DB00331,D003876
DB00331,D002658
DB00331,D016640
DB00331,D003920
DB00331,D003922
DB00331,D003924
DB00331,D058065
DB00331,D003928
DB00331,D003930
DB00331,D004314
DB00331,D050171
DB00331,D020964
DB00331,D016889
DB00331,D004715
DB00331,D004719
DB00331,D020345
DB00331,D004769
DB00331,D004827
DB00331,D004833
DB00331,D004938
DB00331,D000077277
DB00331,D000075222
DB00331,D063647
DB00331,D005317
DB00331,D005355
DB00331,D005706
DB00331,D005757
DB00331,D005909
DB00331,D005910
DB00331,D005922
DB00331,D015433
DB00331,D006223
DB00331,D006323
DB00331,D006333
DB00331,D006402
DB00331,D006509
DB00331,D006526
DB00331,D006689
DB00331,D006949
DB00331,D006967
DB00331,D006973
DB00331,D006976
DB00331,D017379
DB00331,D000860
DB00331,D054990
DB00331,D007248
DB00331,D007249
DB00331,D015212
DB00331,D058922
DB00331,D007333
DB00331,D055959
DB00331,D007511
DB00331,D000083242
DB00331,D007674
DB00331,D007938
DB00331,D015451
DB00331,D015459
DB00331,D015464
DB00331,D015470
DB00331,D020961
DB00331,D008103
DB00331,D008107
DB00331,D008113
DB00331,D008171
DB00331,D055370
DB00331,D008175
DB00331,D008180
DB00331,D008223
DB00331,D016393
DB00331,D016403
DB00331,D008228
DB00331,D008268
DB00331,D008269
DB00331,D008288
DB00331,D008527
DB00331,D008545
DB00331,D001523
DB00331,D008659
DB00331,D024821
DB00331,D009062
DB00331,D052016
DB00331,D009101
DB00331,D009103
DB00331,D009133
DB00331,D020388
DB00331,D009157
DB00331,D009190
DB00331,D009203
DB00331,D015428
DB00331,D009298
DB00331,D000077274
DB00331,D009447
DB00331,D019636
DB00331,D065626
DB00331,D009765
DB00331,D009767
DB00331,D010001
DB00331,D010003
DB00331,D010024
DB00331,D012516
DB00331,D010051
DB00331,D010182
DB00331,D010190
DB00331,D010300
DB00331,D010518
DB00331,D010534
DB00331,D010911
DB00331,D010922
DB00331,D058226
DB00331,D011014
DB00331,D011085
DB00331,D011230
DB00331,D054198
DB00331,D011225
DB00331,D011470
DB00331,D011471
DB00331,D000081029
DB00331,D029424
DB00331,D011655
DB00331,D011658
DB00331,D011832
DB00331,D015427
DB00331,D012128
DB00331,D012164
DB00331,D012509
DB00331,D012559
DB00331,D012595
DB00331,D018239
DB00331,D018805
DB00331,D012859
DB00331,D013119
DB00331,D000077195
DB00331,D013272
DB00331,D013274
DB00331,D000072660
DB00331,D013921
DB00331,D000077273
DB00331,D013964
DB00331,D014029
DB00331,D014277
DB00331,D064726
DB00331,D014397
DB00331,D001749
DB00331,D053201
DB00331,D002583
DB00331,D014605
DB00331,D014652
DB00331,D014657
DB00331,D014947
DB04224,D000026
DB04224,D054058
DB04224,D058186
DB04224,D000077192
DB04224,D000236
DB04224,D000437
DB04224,D000544
DB04224,D000690
DB04224,D000755
DB04224,D001008
DB04224,D017544
DB04224,D017545
DB04224,D001022
DB04224,D015535
DB04224,D001172
DB04224,D001249
DB04224,D050197
DB04224,D001281
DB04224,D001289
DB04224,D001327
DB04224,D056735
DB04224,D053713
DB04224,D017086
DB04224,D002545
DB04224,D001943
DB04224,D002280
DB04224,D006528
DB04224,D002278
DB04224,D002289
DB04224,D000077216
DB04224,D002292
DB04224,D002294
DB04224,D002295
DB04224,D002296
DB04224,D006332
DB04224,D009202
DB04224,D066126
DB04224,D002318
DB04224,D002357
DB04224,D002446
DB04224,D016543
DB04224,D002561
DB04224,D018281
DB04224,D002779
DB04224,D002972
DB04224,D019970
DB04224,D003072
DB04224,D060825
DB04224,D003110
DB04224,D015179
DB04224,D003324
DB04224,D003327
DB04224,D000086382
DB04224,D003424
DB04224,D003865
DB04224,D003872
DB04224,D003876
DB04224,D002658
DB04224,D016640
DB04224,D003920
DB04224,D003922
DB04224,D003924
DB04224,D058065
DB04224,D003928
DB04224,D003930
DB04224,D004314
DB04224,D050171
DB04224,D020964
DB04224,D016889
DB04224,D004715
DB04224,D004719
DB04224,D020345
DB04224,D004827
DB04224,D004833
DB04224,D004938
DB04224,D000077277
DB04224,D000075222
DB04224,D063647
DB04224,D005317
DB04224,D005355
DB04224,D005706
DB04224,D005757
DB04224,D005909
DB04224,D005910
DB04224,D005922
DB04224,D015433
DB04224,D006323
DB04224,D006333
DB04224,D006402
DB04224,D006509
DB04224,D006526
DB04224,D006689
DB04224,D006949
DB04224,D006967
DB04224,D006973
DB04224,D006976
DB04224,D017379
DB04224,D000860
DB04224,D054990
DB04224,D007248
DB04224,D007249
DB04224,D015212
DB04224,D058922
DB04224,D007333
DB04224,D055959
DB04224,D007511
DB04224,D000083242
DB04224,D007674
DB04224,D007938
DB04224,D015451
DB04224,D015459
DB04224,D015464
DB04224,D015470
DB04224,D020961
DB04224,D008103
DB04224,D008107
DB04224,D008113
DB04224,D008171
DB04224,D055370
DB04224,D008175
DB04224,D008180
DB04224,D008223
DB04224,D016393
DB04224,D016403
DB04224,D008228
DB04224,D008268
DB04224,D008288
DB04224,D008527
DB04224,D008545
DB04224,D001523
DB04224,D008659
DB04224,D024821
DB04224,D009062
DB04224,D052016
DB04224,D009101
DB04224,D009103
DB04224,D009133
DB04224,D020388
DB04224,D009157
DB04224,D009190
DB04224,D009203
DB04224,D015428
DB04224,D000077274
DB04224,D009447
DB04224,D019636
DB04224,D065626
DB04224,D009765
DB04224,D009767
DB04224,D010001
DB04224,D010003
DB04224,D010024
DB04224,D012516
DB04224,D010051
DB04224,D010182
DB04224,D010190
DB04224,D010300
DB04224,D010518
DB04224,D010534
DB04224,D010911
DB04224,D010922
DB04224,D058226
DB04224,D011014
DB04224,D011085
DB04224,D011230
DB04224,D054198
DB04224,D011225
DB04224,D011471
DB04224,D000081029
DB04224,D029424
DB04224,D011655
DB04224,D011658
DB04224,D011832
DB04224,D015427
DB04224,D012128
DB04224,D012164
DB04224,D012175
DB04224,D012509
DB04224,D012559
DB04224,D012595
DB04224,D018805
DB04224,D013119
DB04224,D000077195
DB04224,D013272
DB04224,D013274
DB04224,D000072660
DB04224,D013921
DB04224,D000077273
DB04224,D013964
DB04224,D013981
DB04224,D014029
DB04224,D014277
DB04224,D064726
DB04224,D001749
DB04224,D053201
DB04224,D002583
DB04224,C536494
DB04224,D014605
DB04224,D014652
DB04224,D014947
DB00853,D000026
DB00853,D054058
DB00853,D058186
DB00853,D000077192
DB00853,D000236
DB00853,D010520
DB00853,D000437
DB00853,D000544
DB00853,D000690
DB00853,D000755
DB00853,D001008
DB00853,D017544
DB00853,D017545
DB00853,D001022
DB00853,D015535
DB00853,D001172
DB00853,D001249
DB00853,D050197
DB00853,D001281
DB00853,D001289
DB00853,D001327
DB00853,D056735
DB00853,D053713
DB00853,D002545
DB00853,D001943
DB00853,C537017
DB00853,D002280
DB00853,D018269
DB00853,D006528
DB00853,D002278
DB00853,D002289
DB00853,D000077216
DB00853,D002292
DB00853,D002294
DB00853,D002295
DB00853,D002296
DB00853,D006332
DB00853,D009202
DB00853,D066126
DB00853,D002318
DB00853,D002357
DB00853,D002386
DB00853,D002446
DB00853,D016543
DB00853,D002561
DB00853,D018281
DB00853,D002779
DB00853,D002972
DB00853,D019970
DB00853,D003072
DB00853,D060825
DB00853,D003110
DB00853,D015179
DB00853,D003323
DB00853,D003324
DB00853,D003327
DB00853,D000086382
DB00853,D003424
DB00853,D003865
DB00853,D003872
DB00853,D003876
DB00853,D002658
DB00853,D016640
DB00853,D003920
DB00853,D003922
DB00853,D003924
DB00853,D058065
DB00853,D003928
DB00853,D003930
DB00853,D004314
DB00853,D050171
DB00853,D020964
DB00853,D016889
DB00853,D004715
DB00853,D004719
DB00853,D020345
DB00853,D004769
DB00853,D004827
DB00853,D004833
DB00853,D004938
DB00853,D000077277
DB00853,D000075222
DB00853,D065627
DB00853,D063647
DB00853,D005317
DB00853,D005355
DB00853,D005706
DB00853,D005909
DB00853,D005910
DB00853,D005922
DB00853,D015433
DB00853,D006323
DB00853,D006333
DB00853,D006402
DB00853,D006457
DB00853,D006509
DB00853,D006526
DB00853,D006561
DB00853,D006566
DB00853,D006689
DB00853,D006949
DB00853,D006967
DB00853,D006973
DB00853,D006976
DB00853,D017379
DB00853,D000860
DB00853,D054990
DB00853,D007246
DB00853,D007248
DB00853,D007249
DB00853,D015212
DB00853,D058922
DB00853,D007333
DB00853,D055959
DB00853,C535531
DB00853,D007511
DB00853,D000083242
DB00853,D007674
DB00853,D007938
DB00853,D015451
DB00853,D015459
DB00853,D015464
DB00853,D015470
DB00853,D020961
DB00853,D008103
DB00853,D008107
DB00853,D008113
DB00853,D008171
DB00853,D055370
DB00853,D008175
DB00853,D008180
DB00853,D008223
DB00853,D016393
DB00853,D016403
DB00853,D008228
DB00853,D008268
DB00853,D008269
DB00853,D008288
DB00853,D008527
DB00853,D008545
DB00853,D001523
DB00853,D008659
DB00853,D024821
DB00853,D009062
DB00853,D009080
DB00853,D052016
DB00853,D009101
DB00853,D009103
DB00853,D009133
DB00853,D020388
DB00853,D009157
DB00853,D009190
DB00853,D009203
DB00853,D015428
DB00853,D000077274
DB00853,D009447
DB00853,D019636
DB00853,D065626
DB00853,D009765
DB00853,D009767
DB00853,D010001
DB00853,D010003
DB00853,D010024
DB00853,D012516
DB00853,D010051
DB00853,D010182
DB00853,D010190
DB00853,D050500
DB00853,D010300
DB00853,D020371
DB00853,D010518
DB00853,D010534
DB00853,D010911
DB00853,D010922
DB00853,D058226
DB00853,D011014
DB00853,D011085
DB00853,D011230
DB00853,D054198
DB00853,D011225
DB00853,D011470
DB00853,D011471
DB00853,D064129
DB00853,D029424
DB00853,D011655
DB00853,D011658
DB00853,D011832
DB00853,D015427
DB00853,D012128
DB00853,D012164
DB00853,D012173
DB00853,D012175
DB00853,D012509
DB00853,C536629
DB00853,D012559
DB00853,D012595
DB00853,D018239
DB00853,D018805
DB00853,D012859
DB00853,D013119
DB00853,D000077195
DB00853,D013274
DB00853,D000072660
DB00853,D013921
DB00853,D000077273
DB00853,D013964
DB00853,D013981
DB00853,D014029
DB00853,D014277
DB00853,D064726
DB00853,D014397
DB00853,D001749
DB00853,D053201
DB00853,D002583
DB00853,C536494
DB00853,D014605
DB00853,D014652
DB00853,D014657
DB00853,D014947
DB00755,D000026
DB00755,D000163
DB00755,D054058
DB00755,D058186
DB00755,D000077192
DB00755,D000236
DB00755,D010520
DB00755,C535608
DB00755,D000437
DB00755,D000544
DB00755,D000690
DB00755,D000751
DB00755,D000755
DB00755,D001008
DB00755,D017544
DB00755,D017545
DB00755,D001022
DB00755,D015535
DB00755,D001172
DB00755,D001228
DB00755,D001249
DB00755,D050197
DB00755,D001281
DB00755,D001289
DB00755,D001327
DB00755,D056735
DB00755,D053713
DB00755,D017086
DB00755,D001661
DB00755,D002545
DB00755,D001943
DB00755,C537017
DB00755,D000072716
DB00755,D002280
DB00755,D006528
DB00755,D002278
DB00755,D002289
DB00755,D000077216
DB00755,D002292
DB00755,D002294
DB00755,D002295
DB00755,D002296
DB00755,D006332
DB00755,D009202
DB00755,D066126
DB00755,D002318
DB00755,D002357
DB00755,D002386
DB00755,D002446
DB00755,D016543
DB00755,D002561
DB00755,D018281
DB00755,D002779
DB00755,D055113
DB00755,D002972
DB00755,D019970
DB00755,D003072
DB00755,D060825
DB00755,D003110
DB00755,D015179
DB00755,D003323
DB00755,D003324
DB00755,D003327
DB00755,D000086382
DB00755,D003424
DB00755,D003865
DB00755,D003872
DB00755,D003876
DB00755,D002658
DB00755,D016640
DB00755,D003920
DB00755,D003922
DB00755,D003924
DB00755,D058065
DB00755,D003928
DB00755,D003930
DB00755,D004314
DB00755,D050171
DB00755,D020964
DB00755,D016889
DB00755,D004715
DB00755,D004719
DB00755,D020345
DB00755,D004769
DB00755,D057765
DB00755,D004806
DB00755,D004827
DB00755,D004833
DB00755,D004938
DB00755,D000077277
DB00755,D000075222
